"WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_PRIMARY_CONTACT","WSEI_SECONDARY_CONTACT","WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_PRIMARY_VARIABLE","WSEI_CURRENT_WEATHER","WSEI_PREV_WEATHER","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_COLLECTION_DATE","WSEI_USER_NOTES"
"42.0781_-74.336_20120831",42.0781,-74.336,"c","b",1,1,4,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/2012","periphyton"
"42.0803_-73.9383_20150926",42.0803,-73.9383,"f","c",3,NA,4,4,1,0,0,"water clarity, other","sun","sun","a","a","a","a","a","b","a","a","a","a","a","c","b","9/26/2015","active farm"
"42.0804_-75.64_20160927",42.0804,-75.64,"e","e",0,0,5,0,0,0,0,"","sun","rain","c","a","a","b","b","c","a","a","a","c","c","c","c","9/27/2016","invasive species present"
"42.081_-74.3326_20120914",42.081,-74.3326,"b","a",1,2,0,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/14/2012","water clarity, phytoplankton"
"42.0814_-76.7798_20160713",42.0814,-76.7798,"c","a",5,1,6,1,1,2,0,"","sun","sun","c","b","a","b","b","a","a","a","a","c","a","c","a","7/13/2016","brown algae"
"42.0814_-76.7798_20170815",42.0814,-76.7798,NA,NA,1,0,7,3,0,2,5,"trash, discharges/pipes",NA,NA,"c","a",NA,"b","b","a","c","a","a","b","a","b","a","8/15/2017",""
"42.0828_-79.6864_20140908",42.0828,-79.6864,"b","d",1,1,7,0,1,0,0,"","sun","sun","a","a","a","a","a","a","a","b","b","a","a","a","a","9/8/2014",""
"42.083_-79.225_20180802",42.083,-79.225,"f","f",3,1,5,0,1,3,0,"trash","clouds","rain","b","b","b","b","b","a","a","b","c","b","c","b","a","8/2/2018","very shallow"
"42.0856_-74.1787_20160922",42.0856,-74.1787,"e","e",1,1,1,9,1,0,0,"",NA,NA,"c","b","b","b","a","a","a","a","a","b","b","a","a","9/22/2016","small"
"42.086_-76.6914_20160817",42.086,-76.6914,"c","c",3,2,3,3,2,3,2,"","sun","rain","b","b","a","b","a","b","b","b","b","a","a","b","b","8/17/2016","very low flow. work has been done recently with large rocks placed along banks"
"42.0869_-76.8659_20170816",42.0869,-76.8659,"a","a",0,0,0,0,0,0,0,"","sun","sun","b","a","a","a","b","b","b","a","b","a","c","c","a","8/16/2017",""
"42.0884_-73.9768_20140907",42.0884,-73.9768,"c","c",7,5,5,0,3,1,0,"water clarity","sun","rain","b","a","b","c","b","b","b","b","b","b","b","a","a","9/7/2014","poor access, insufficient depth"
"42.0897_-76.0538_20170828",42.0897,-76.0538,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/2017",""
"42.0922_-76.5474_20170824",42.0922,-76.5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/24/2017",""
"42.0923_-76.0135_20150715",42.0923,-76.0135,"b","b",0,0,2,0,0,2,0,"periphyton, trash","clouds","rain","a","b","a","a","b","a","a","a","c","b","a","a","a","7/15/2015",""
"42.0924_-76.5474_20160723",42.0924,-76.5474,NA,NA,0,0,0,0,0,2,0,"trash",NA,NA,"a","a","b","a","b","b","a","b","b","b","b","b","b","7/23/2016",""
"42.0938_-79.2407_20160722",42.0938,-79.2407,"d","c",5,2,2,0,7,4,8,"water clarity, odor, trash, discharge pipes","clouds","rain","c","a","a","a","b","c","b","b","c","c","b","c","c","7/22/2016",""
"42.094_-79.2307_20160729",42.094,-79.2307,NA,NA,5,2,5,3,2,4,2,"trash, discharge pipes","sun","sun","b","a","b","b","a","a","a","b","b","a","b","a","b","7/29/2016",""
"42.1014_-76.0251_20170828",42.1014,-76.0251,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/2017",""
"42.1048_-76.9219_20170817",42.1048,-76.9219,"a","a",0,0,1,0,0,2,0,"","clouds","rain","b","b","a","a","a","a","b","a","b","a","b","a","c","8/17/2017",""
"42.1076_-73.9496_20120909",42.1076,-73.9496,"c","c",8,2,2,0,1,4,3,"","clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/9/2012","trash, discharges/pipes"
"42.112_-79.217_20160803",42.112,-79.217,NA,NA,6,2,1,1,1,3,0,"trash","sun","sun","b","a","b","b","a","a","a","b","b","a","b","a","c","8/3/2016",""
"42.1132_-73.5634_20160925",42.1132,-73.5634,"d","d",1,1,3,6,6,6,9,"macrophytes, odor, trash",NA,NA,"a","b","a","b","a","c","a","b","b","b","b","b","b","9/25/2016",""
"42.1148_-74.0548_20130904",42.1148,-74.0548,"a","a",0,0,0,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","9/4/2013",""
"42.1156_-76.5475_20160918",42.1156,-76.5475,"a","a",1,NA,2,0,0,0,0,"","sun","sun","a","a","a","a","b","a","b","b","a","a","a","b","b","9/18/2016",""
"42.116_-76.8646_20170730",42.116,-76.8646,"a","a",0,0,1,0,0,1,0,"","sun","sun","b","a","a","a","b","b","a","a","b","b","a","b","a","7/30/2017",""
"42.1173_-77.9433_20150929",42.1173,-77.9433,"d","d",6,0,7,2,1,0,0,"periphyton, trash, stormwater","rain","rain","c","b","b","a","c","b","b","a","a","c","c","c","a","9/29/2015","armoring of streambank on flood control levee"
"42.1185_-79.1939_20160722",42.1185,-79.1939,"d","f",7,0,2,0,2,1,0,"water clarity","clouds","clouds","b","b","a","b","b","a","a","b","c","c","b","c","c","7/22/2016",""
"42.1186_-79.0839_20150701",42.1186,-79.0839,"d","d",8,4,5,1,3,0,0,"water clarity, periphyton","clouds","rain","c","b","a","a","b","b","a","b","b","a","a","a","a","7/1/2015","corn fields"
"42.1211_-74.3987_20120921",42.1211,-74.3987,"d","b",3,2,0,0,0,0,0,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/21/2012","water clarity"
"42.122_-73.7198_20120702",42.122,-73.7198,"c","d",2,0,3,0,0,0,NA,"","sun, clouds","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/2/2012",""
"42.123_-74.0211_20130814",42.123,-74.0211,"a","a",1,1,3,0,0,3,0,"","sun","rain","a","a","a","a","a","b","a","a","a","b","b","b","b","8/14/2013",""
"42.1236_-73.7214_20140728",42.1236,-73.7214,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","b","b","a","a","a","a","a","a","a","a","c","c","7/28/2014",""
"42.1236_-73.7214_20150801",42.1236,-73.7214,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2015",""
"42.1236_-73.7214_20160715",42.1236,-73.7214,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/15/2016",""
"42.1239_-74.3991_20120829",42.1239,-74.3991,"c","b",0,1,7,1,0,1,1,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/29/2012","periphyton"
"42.1239_-74.3991_20120831",42.1239,-74.3991,"b","b",0,0,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/2012","periphyton"
"42.1247_-75.672_20170907",42.1247,-75.672,NA,NA,1,3,4,4,1,0,0,"",NA,NA,"a","a","b","b","a","a","a","b","b","a","a","a","a","9/7/2017",""
"42.1258_-74.9439_20130721",42.1258,-74.9439,"a","a",0,0,1,0,0,0,0,"","sun","sun","b","a","a","a","a","a","a","a","a","b","a","a","a","7/21/2013",""
"42.1352_-73.8912_20130909",42.1352,-73.8912,"d","c",2,2,6,0,0,4,0,"periphyton","sun","sun","b","b","b","b","b","b","a","a","a","a","a","b","a","9/9/2013",""
"42.1359_-76.8602_20180717",42.1359,-76.8602,"f","f",2,0,0,0,0,0,1,"","clouds","rain","b","a","a","a","a","a","a","b","b","a","a","a","b","7/17/2018","too shallow for recreation"
"42.1369_-74.6892_20130825",42.1369,-74.6892,NA,NA,0,0,0,0,0,0,1,"","sun","sun","b","a","a","b","b","b","a","b","b","b","a","b","b","8/25/2013",""
"42.139_-75.9417_20170911",42.139,-75.9417,NA,NA,1,2,1,1,0,0,1,"","sun","sun","c","a","c","b","b","b","c","a","b","c","c","b","b","9/11/2017","shallow stream prevents any human activity"
"42.1399_-75.8938_20170801",42.1399,-75.8938,NA,NA,0,1,2,0,0,1,0,"","sun","sun","b","a","a","b","b","b","a","b","b","a","b","b","b","8/1/2017",""
"42.1399_-75.8938_20180809",42.1399,-75.8938,"a","f",NA,0,0,0,0,0,0,"","sun","rain","a","a","a","b","a","a","a","b",NA,"a",NA,"b",NA,"8/9/2018",""
"42.1399_-75.8938_20190724",42.1399,-75.8938,"c","b",1,1,1,8,0,0,0,"macrophytes","sun","sun","b",NA,"a","a","a","a","a","b","b","a","a","b","b","7/24/2019",""
"42.1404_-75.8949_20170905",42.1404,-75.8949,NA,NA,3,3,7,5,1,1,3,"periphyton","clouds","clouds","b","b","b","a","a","b","b","a","a","c","b","c","c","9/5/2017",""
"42.1423_-76.7658_20180717",42.1423,-76.7658,"f","f",0,0,0,0,0,0,0,"","clouds","rain","a","a","a","a","a","b","a","a","a","a","a","b","b","7/17/2018",""
"42.1448_-75.9106_20170727",42.1448,-75.9106,"f","f",1,1,1,0,0,0,1,"","clouds","clouds","a","a","b",NA,"a","a","a","a","b","a","b","a","b","7/27/2017",""
"42.1459_-76.8078_20170805",42.1459,-76.8078,"b","b",0,0,0,0,0,1,0,"","clouds","rain","b","a","a","a","b","b","b","a","a","b","b","b","a","8/5/2017",""
"42.1495_-77.819_20150919",42.1495,-77.819,"b","b",1,1,3,1,0,1,0,"","rain","sun","b","a","b","b","a","b","b","a","a","a","a","a","a","9/19/2015","next to r417 and rr"
"42.15_-73.8752_20130909",42.15,-73.8752,"b","a",1,1,4,0,0,0,0,"periphyton","sun","sun","a","b","a","b","a","b","a","a","a","a","a","b","a","9/9/2013","sediment"
"42.151_-74.5191_20140711",42.151,-74.5191,"b","b",0,0,0,3,0,0,0,"macrophytes","sun","sun","a","a","a","a","a","a","a","a","a","a","a","b","b","7/11/2014",""
"42.1517_-76.8903_20171003",42.1517,-76.8903,NA,NA,1,0,0,0,0,0,0,"","sun","sun","a","a","b","a","a","a","b","a","a","a","a","a","a","10/3/2017",""
"42.152_-74.1311_20160728",42.152,-74.1311,NA,NA,0,0,0,0,0,0,0,"","clouds","sun","a","a","a","a","b","a","a","a","a","a","a","a","a","7/28/2016",""
"42.154_-78.1256_20130908",42.154,-78.1256,"f","d",0,2,7,3,1,0,0,"periphyton","sun","rain","b","a","b","b","b","c","c","a","a","a","a","b","b","9/8/2013",""
"42.1541_-73.5204_20160930",42.1541,-73.5204,NA,NA,1,1,4,0,1,0,0,"","clouds","clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2016",""
"42.1548_-75.1652_20150925",42.1548,-75.1652,NA,NA,0,0,0,0,0,0,0,"",NA,NA,"a","a","b","a","b","a","a","b","b","a","b","b","a","9/25/2015",""
"42.1553_-74.533_20140708",42.1553,-74.533,"a","a",0,0,0,0,0,0,0,"","sun","rain","a","a","a","a","b","a","a","b","b","b","a","b","a","7/8/2014",""
"42.157_-77.8019_20150919",42.157,-77.8019,"a","a",1,0,1,0,0,0,0,"",NA,NA,"b","b","a","a","a","a","a","b","b","b","a","c","b","9/19/2015",""
"42.1583_-74.5208_20140711",42.1583,-74.5208,"a","a",0,0,0,0,0,0,0,"","sun","sun","a","a","a","a","a","c","a","a","a","c","a","b","a","7/11/2014",""
"42.1584_-79.5954_20140715",42.1584,-79.5954,"e","e",1,0,5,0,2,0,0,"phytoplankton, periphyton","sun","sun","a","a","a","b","a","a","a","b","b","a","a","a","a","7/15/2014",""
"42.1588_-75.1123_20150917",42.1588,-75.1123,NA,NA,0,0,0,0,0,0,0,"",NA,NA,"a","a","b","a","b","a","a","a","a","a","a","a","b","9/17/2015",""
"42.1591_-74.5563_20140708",42.1591,-74.5563,"a","a",0,0,0,0,0,0,0,"","sun","sun","b","a","a","a","b","a","a","b","b","a","a","c","b","7/8/2014",""
"42.1691_-74.1502_20160719",42.1691,-74.1502,NA,NA,0,0,1,0,0,1,0,"","sun","sun","a","a","a","a","a","b","a","a","a","a","a","b","a","7/19/2016",""
"42.17_-73.5196_20140720",42.17,-73.5196,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","b","b","b","b","a","b","b","b","b","b","b","b","7/20/2014",""
"42.1716_-74.148_20160709",42.1716,-74.148,"a","a",0,0,0,0,0,0,0,"","clouds","rain","b","a","a","a","b","a","a","a","b","a","a","a","b","7/9/2016",""
"42.172_-73.5156_20140703",42.172,-73.5156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","a","a","b","b","a","a","b","a","b","b","b","b","7/3/2014",""
"42.172_-73.5156_20160925",42.172,-73.5156,"a","a",1,0,1,1,1,0,0,"",NA,NA,"b","b","b","b","a","a","b","c","b","b","b","b","b","9/25/2016",""
"42.172_-74.019_20120902",42.172,-74.019,"b","b",0,5,0,0,5,2,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/2012","odor, fuel oil smell"
"42.172_-74.019_20120907",42.172,-74.019,"b","a",0,2,9,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2012","periphyton"
"42.1722_-76.7337_20171003",42.1722,-76.7337,NA,NA,0,0,2,0,0,0,0,"","sun","sun","a","a","a","a","b","a","a","a","a","a","a","a","a","10/3/2017",""
"42.176_-75.2792_20130923",42.176,-75.2792,"b","b",0,1,2,0,0,2,2,"trash, discharges/pipes","sun","sun","c","a","a","b","b","b","b","c","c","b","b","b","b","9/23/2013",""
"42.1777_-73.5705_20130719",42.1777,-73.5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2013",""
"42.1777_-73.5705_20130807",42.1777,-73.5705,NA,"f",6,0,5,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2013","narrow and close to the road; mobile home owner pumping water from stream to fill above-ground pool"
"42.1777_-73.5705_20140703",42.1777,-73.5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"c","b","b","a","b","c","b","b","a","c","b","b","c","7/3/2014",""
"42.1777_-73.5705_20150711",42.1777,-73.5705,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/11/2015",""
"42.1806_-75.6223_20150718",42.1806,-75.6223,"e","d",1,3,1,3,3,5,3,"phytoplankton, macrophytes, odor, trash, discharges/pipes","sun","sun","c","a","a","a","b","c","a",NA,"a","a","a","c","c","7/18/2015",""
"42.1812_-74.1967_20170729",42.1812,-74.1967,"a","a",0,0,0,0,0,1,0,"","sun","sun","a","a","b","a","a","a","a","a","a","a","a","a","c","7/29/2017",""
"42.1812_-74.5973_20180916",42.1812,-74.5973,NA,NA,1,1,1,1,1,1,1,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","b","a","9/16/2018",""
"42.1816_-74.2043_20140630",42.1816,-74.2043,"a","a",0,0,0,2,0,0,0,"","clouds","clouds","a","a","b","a","b","a","a","b","b","a","b","a","a","6/30/2014",""
"42.1824_-75.0128_20150914",42.1824,-75.0128,NA,NA,0,0,0,0,0,0,0,"",NA,NA,"a","a","a","a","a","a","a","a","a","a","b","b","b","9/14/2015",""
"42.1864_-73.4936_20180923",42.1864,-73.4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/23/2018",""
"42.1864_-76.7297_20180717",42.1864,-76.7297,"f","f",0,0,0,0,0,0,0,"","clouds","rain","b","b","a","a","a","c","a","a","a","c","a","c","a","7/17/2018","too shallow"
"42.1876_-73.5736_20180930",42.1876,-73.5736,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2018",""
"42.1899_-74.9966_20150915",42.1899,-74.9966,NA,NA,0,0,0,0,0,0,0,"",NA,NA,"a","a","a","a","a","a","a","a","a","a","b",NA,"b","9/15/2015",""
"42.1903_-74.1879_20150929",42.1903,-74.1879,"b","b",0,NA,3,2,0,0,0,"","clouds","clouds","b","a","b","b","a","c","a","a","a","a","a","a","a","9/29/2015",""
"42.1912_-76.058_20170701",42.1912,-76.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2017",""
"42.1921_-75.6186_20150731",42.1921,-75.6186,"f","f",1,1,1,1,0,2,0,"","sun","rain","a","a","a","b","a","a","b","a","b","a","a","a","a","7/31/2015",""
"42.1926_-75.9023_20170701",42.1926,-75.9023,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2017",""
"42.1931_-73.5802_20180923",42.1931,-73.5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/23/2018",""
"42.1947_-74.092_20120930",42.1947,-74.092,"a","a",0,0,0,0,0,0,0,"","rain, clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2012",""
"42.1953_-74.0548_20120930",42.1953,-74.0548,"a","a",0,0,0,0,0,0,0,"","rain, clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2012",""
"42.1962_-73.7395_20140808",42.1962,-73.7395,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","b","a","c","c","c","a","b","c","a","c","b","b","8/8/2014","japanese knotweed present; infested with asian genus earthworms (amynthas) as confirmed by earthworm ecologist rebecca pinder"
"42.1967_-75.656_20150716",42.1967,-75.656,"e","d",0,7,5,4,1,0,2,"phytoplankton, periphyton, macrophytes","sun","rain","a","a","b","a","a","b","a","c","c","a","a","a","b","7/16/2015",""
"42.1974_-73.5014_20160925",42.1974,-73.5014,"a","a",0,0,1,1,0,0,0,"",NA,NA,"a","a","a","a","b","a","a","a","a","c","b","b","b","9/25/2016",""
"42.1974_-73.9427_20140722",42.1974,-73.9427,"b","b",3,3,3,0,0,0,0,"water clarity","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","7/22/2014",""
"42.1977_-75.6559_20150710",42.1977,-75.6559,"d","b",0,5,5,0,0,1,0,"","sun","rain","a","a","b","a","a","b","a","a","a","a","a","a","c","7/10/2015","vehicle traffic"
"42.2009_-79.1497_20140711",42.2009,-79.1497,"b","a",1,1,3,1,0,1,0,"","sun","sun","b","a","a","b","b","b",NA,NA,NA,NA,NA,NA,NA,"7/11/2014",""
"42.2023_-76.9912_20160919",42.2023,-76.9912,NA,NA,0,0,3,0,0,2,0,"","sun","rain","b","a","b","a","b","a",NA,NA,NA,NA,NA,NA,NA,"9/19/2016",""
"42.2047_-73.9746_20140722",42.2047,-73.9746,"c","c",3,3,5,3,2,2,2,"water clarity, periphyton","sun","sun","b","b","b","c","a","a","a","a","a","b","a","a","a","7/22/2014",""
"42.2048_-75.2739_20150923",42.2048,-75.2739,"b","b",0,3,NA,NA,0,3,2,"trash, discharge pipes","sun","sun","a","b","a","a","b","a","a","b","a","b","a","b","a","9/23/2015",""
"42.2048_-75.2755_20140922",42.2048,-75.2755,"c","b",1,1,2,0,0,2,0,"","sun","rain","b","a","a","a","b","a","a","b","b","b","b","a","b","9/22/2014","narrow riparian buffer"
"42.2055_-75.2753_20170925",42.2055,-75.2753,"b","b",0,0,1,0,0,1,2,"","sun","sun","b","a","a","a","b","b","a","b","b","b","c","b","c","9/25/2017",""
"42.2153_-76.0397_20190709",42.2153,-76.0397,"c","c",3,4,6,4,5,5,4,"periphyton","sun","sun","b","b","b","b","b","b","a","b","b","b","b","b","b","7/9/2019",""
"42.221_-79.053_20170701",42.221,-79.053,"c","b",1,1,3,0,0,2,0,"","clouds","clouds","a","b","a","b","b","b","a","b","b","b","b","b","b","7/1/2017",""
"42.2249_-75.1642_20130914",42.2249,-75.1642,"a","a",0,0,2,0,0,0,0,"","clouds","rain","c","a","b","a","a","b","a","a","a","a","a","b","b","9/14/2013",""
"42.2258_-75.9158_20150723",42.2258,-75.9158,"b","a",1,0,5,5,0,0,0,"","sun","rain","b","b","a","b","b","a","a","b","b","a","b","c","a","7/23/2015",""
"42.2278_-74.4735_20180707",42.2278,-74.4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/7/2018",""
"42.2315_-75.5263_20150723",42.2315,-75.5263,"c","b",2,5,8,1,10,4,8,"phytoplankton, periphyton, odor, trash, discharges/pipes",NA,NA,"a","b","a","a","a","c","a","a","a","b","b","b","c","7/23/2015","raw sewage entered stream as a toilet flushed"
"42.2323_-73.6898_20160708",42.2323,-73.6898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/8/2016",""
"42.2326_-73.6898_20120702",42.2326,-73.6898,"b","b",2,0,3,0,0,1,0,"","sun, clouds","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/2/2012","trash, road noise, farm machinery"
"42.2326_-73.6898_20140720",42.2326,-73.6898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","b","b","a","b","a","b","a","a","b","a","b","a","7/20/2014",""
"42.2326_-73.6898_20150810",42.2326,-73.6898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/10/2015",""
"42.2326_-76.8414_20160817",42.2326,-76.8414,"a","a",1,1,2,2,1,1,0,"","sun","rain","a","a","a","a","a","b","a","a","a","a","a","a","a","8/17/2016",""
"42.2328_-74.1296_20170721",42.2328,-74.1296,"c","c",1,1,6,0,0,0,0,"periphyton","sun","sun","c",NA,"b","a","b","c","b","a","a","c","c","c","c","7/21/2017",""
"42.2338_-74.1296_20150915",42.2338,-74.1296,"b","c",0,0,2,0,0,0,0,"","sun","sun","c","a","a","b","a","a","a","b","b","a","a","c","a","9/15/2015",""
"42.2368_-74.0114_20120819",42.2368,-74.0114,"a","a",0,1,2,3,0,0,0,"","sun, clouds","sun, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/19/2012",""
"42.2373_-74.1142_20130820",42.2373,-74.1142,"a","a",0,0,3,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","8/20/2013",""
"42.2376_-74.1468_20140917",42.2376,-74.1468,"b","b",0,0,1,0,0,1,0,"","sun","sun","b","b","b","b","b","b","b","c","a","b","a","b","b","9/17/2014",""
"42.2376_-74.1468_20150916",42.2376,-74.1468,"b","b",0,0,1,0,0,1,0,"","sun","sun","a","a","a","a","a","a","a","b","c","a","a","a","a","9/16/2015",""
"42.2376_-74.1469_20170728",42.2376,-74.1469,"b","b",1,0,3,0,0,1,1,"","sun","clouds","a","a","b","b","b","a","a","c","b","c","a","b","a","7/28/2017",""
"42.2478_-73.6553_20120914",42.2478,-73.6553,"c","b",2,2,3,3,3,8,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/14/2012","trash"
"42.2485_-74.3031_20140823",42.2485,-74.3031,"b","b",0,0,1,0,0,0,0,"","sun","sun","c","b","b","b","b","c","a","c","c","c","c","c","c","8/23/2014","eroded banks shored with rip rap"
"42.2485_-74.3031_20150929",42.2485,-74.3031,"b","a",0,0,3,0,0,0,0,"","rain","clouds","b","a","a","b","a","a","a","b","a","a","a","b","a","9/29/2015",""
"42.2488_-74.3029_20170818",42.2488,-74.3029,"b","b",0,0,2,0,0,0,0,"","rain","sun","b","a","b","b","b","b","a","b","b","b","a","b","a","8/18/2017",""
"42.2582_-75.7668_20170802",42.2582,-75.7668,NA,NA,1,6,0,2,0,0,0,"","sun","sun","a","a","b","a","a","a","a","a","a","a","a","a","a","8/2/2017","inaccessible due to flood debris"
"42.2685_-77.76_20170803",42.2685,-77.76,"a","e",0,0,2,0,0,3,0,"","sun","sun","b","a","a","b","b","a","a","b","a","b","a","b","b","8/3/2017",""
"42.2735_-75.7427_20170712",42.2735,-75.7427,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/12/2017",""
"42.2737_-76.8379_20171003",42.2737,-76.8379,NA,NA,0,0,0,0,0,0,0,"","sun","sun","b","a","a","a","b","a","a","a","a","a","a","a","a","10/3/2017",""
"42.2805_-73.7114_20140808",42.2805,-73.7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","c","b","c","a","a","c","a","a","b","a","b","b","8/8/2014",""
"42.2805_-73.7114_20150814",42.2805,-73.7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/14/2015",""
"42.2848_-75.8892_20170828",42.2848,-75.8892,"a","a",0,0,1,0,0,0,0,"","clouds","sun","a","a","a","b","b","a","b","b","b","a","a","b","a","8/28/2017",""
"42.2848_-75.8892_20180821",42.2848,-75.8892,"b","b",3,0,5,0,0,0,0,"periphyton","rain","clouds","a","a","a","b","b","a","b","b","a","a","a","a","a","8/21/2018",""
"42.2848_-75.8892_20190910",42.2848,-75.8892,"b","b",1,1,1,0,0,0,0,"\none\","sun","sun","b","a","a","b","b","a","b","b","b","b","b","b","b","9/10/2019",""
"42.2891_-77.7477_20160928",42.2891,-77.7477,NA,NA,0,2,2,3,0,0,0,"","sun","sun","b","a","a","a","b","a","a","a","a","a","a","a","a","9/28/2016","low water"
"42.2901_-75.212_20170710",42.2901,-75.212,"a","a",1,0,1,0,0,0,0,"","clouds","clouds","a","a","a","a","b","a","a","a","a","a","a","a","a","7/10/2017",""
