stationID,Lat,Lon,Stream Name,Assessment,Individual Sample Results,site_id
43.538_-73.668,43.538,-73.668,Huddle Brook,No Known Impact,8/4/2016:No Known Impact,-73.668_43.538
43.538_-73.669,43.538,-73.669,Huddle Brook,No Conclusion,8/2/2018:No Conclusion,-73.669_43.538
43.539_-73.673,43.539,-73.673,Huddle Brook,No Conclusion,8/26/3019:No Conclusion,-73.673_43.539
43.543_-75.81,43.543,-75.81,Mill Stream,No Known Impact,07/29/2014:No Known Impact,-75.81_43.543
43.543_-76.192,43.543,-76.192,Grindstone Creek,No Known Impact,9/9/2017:No Known Impact,-76.192_43.543
43.544_-75.573,43.544,-75.573,Fish Creek,No Known Impact,9/19/2017:No Known Impact,-75.573_43.544
43.544_-76.125,43.544,-76.125,Little Grindstone Creek and tribs,No Conclusion,08/14/2015:No Conclusion,-76.125_43.544
43.545_-73.582,43.545,-73.582,Shelving Rock Brook,No Conclusion,8/16/2017:No Conclusion,-73.582_43.545
43.552_-73.597,43.552,-73.597,Shelving Rock Brook,No Known Impact,"8/7/2019:No Known Impact
7/17/2019:No Conclusion",-73.597_43.552
43.553_-73.606,43.553,-73.606,Shelving Rock Brook,No Known Impact,"09/20/2015:No Known Impact
07/19/2022:No Conclusion",-73.606_43.553
43.563_-73.652,43.563,-73.652,Finkle Brook,No Known Impact,"7/18/2017:No Conclusion
8/2/2018:No Known Impact",-73.652_43.563
43.564_-73.653,43.564,-73.653,Finkle Brook,No Conclusion,08/13/2015:No Conclusion,-73.653_43.564
43.571_-73.672,43.571,-73.672,Finkle Brook,No Conclusion,8/23/3019:No Conclusion,-73.672_43.571
43.585_-73.865,43.585,-73.865,Glen Creek,No Known Impact,7/10/2016:No Known Impact,-73.865_43.585
43.585_-76.159,43.585,-76.159,Little Deer Creek,No Conclusion,09/01/2014:No Conclusion,-76.159_43.585
43.587_-73.64,43.587,-73.64,Indian Brook,No Conclusion,7/6/2018:No Conclusion,-73.64_43.587
43.587_-73.642,43.587,-73.642,Indian Brook,No Known Impact,Unknown:No Known Impact,-73.642_43.587
43.588_-73.644,43.588,-73.644,Indian Brook,No Conclusion,08/13/2015:No Conclusion,-73.644_43.588
43.599_-73.655,43.599,-73.655,Indian Brook,No Known Impact,"7/18/2017:No Known Impact
8/23/2019:No Known Impact",-73.655_43.599
43.603_-75.616,43.603,-75.616,East Branch Fish Creek,No Known Impact,07/16/2014:No Known Impact,-75.616_43.603
43.604_-74.786,43.604,-74.786,Indian River,No Known Impact,7/3/2017:No Known Impact,-74.786_43.604
43.626_-73.607,43.626,-73.607,Northwest Bay Brook,No Known Impact,"7/19/2018:No Known Impact
7/26/2019:No Known Impact
9/4/2016:No Conclusion
9/10/2017:No Known Impact
08/26/2022:No Conclusion",-73.607_43.626
43.633_-73.509,43.633,-73.509,Foster Creek,No Conclusion,8/22/2019:No Conclusion,-73.509_43.633
43.636_-73.507,43.636,-73.507,Foster Creek below,No Known Impact,8/22/2019:No Known Impact,-73.507_43.636
43.647_-75.893,43.647,-75.893,Cottrell Creek,No Known Impact,07/01/2014:No Known Impact,-75.893_43.647
43.649_-75.998,43.649,-75.998,Little Sandy Creek,No Conclusion,9/16/2017:No Conclusion,-75.998_43.649
43.649_-76.131,43.649,-76.131,Blind Creek,No Known Impact,7/18/2018:No Known Impact,-76.131_43.649
43.652_-73.496,43.652,-73.496,No Name Stream; Rt. 6b,No Conclusion,07/19/2022:No Conclusion,-73.496_43.652
43.653_-73.924,43.653,-73.924,Vly Creek,No Known Impact,9/25/2019:No Known Impact,-73.924_43.653
43.654_-76.031,43.654,-76.031,Little Sandy Creek,No Conclusion,7/7/2016:No Conclusion,-76.031_43.654
43.665_-73.604,43.665,-73.604,Round Pond Brook,No Conclusion,8/29/2016:No Conclusion,-73.604_43.665
43.679_-73.628,43.679,-73.628,Round Pond Brook,No Known Impact,Unknown:No Known Impact,-73.628_43.679
43.68_-76.122,43.68,-76.122,Lindsey Creek ,No Conclusion,9/9/2017:No Conclusion,-76.122_43.68
43.68_-76.123,43.68,-76.123,Lindsey Creek,No Known Impact,7/21/2017:No Known Impact,-76.123_43.68
43.683_-73.518,43.683,-73.518,Terzian wood Lot,No Conclusion,7/22/2016:No Conclusion,-73.518_43.683
43.683_-76.107,43.683,-76.107,Lindsey.Creek,No Known Impact,7/21/2017:No Known Impact,-76.107_43.683
43.695_-73.506,43.695,-73.506,"Tribs to L.George, Town of Hague",No Conclusion,08/12/2015:No Conclusion,-73.506_43.695
43.696_-76.03,43.696,-76.03,"Skinner Creek, Middle, and tribs",No Known Impact,07/20/2015:No Known Impact,-76.03_43.696
43.697_-73.507,43.697,-73.507,Jabe's Pond Stream - unnamed,No Conclusion,9/8/2019:No Conclusion,-73.507_43.697
43.697_-73.508,43.697,-73.508,Jabe's Pond Stream - unnamed,No Conclusion,8/29/2019:No Conclusion,-73.508_43.697
43.697_-76.063,43.697,-76.063,"Skinner Creek, Middle, and tribs",dry,08/02/2015:dry,-76.063_43.697
43.713_-74.783,43.713,-74.783,Tribs to Limekiln Lake,No Conclusion,07/09/2014:No Conclusion,-74.783_43.713
43.722_-73.815,43.722,-73.815,Trout Brook,No Conclusion,08/14/2014:No Conclusion,-73.815_43.722
43.725_-73.497,43.725,-73.497,La Chute,No Conclusion,08/13/2015:No Conclusion,-73.497_43.725
43.726_-73.5,43.726,-73.5,Jabe Pond Brook,No Conclusion,9/6/2017:No Conclusion,-73.5_43.726
43.73_-73.501,43.73,-73.501,Jenkin's Brook,No Conclusion,7/26/2017:No Conclusion,-73.501_43.73
43.731_-74.884,43.731,-74.884,Third Lake Creek,No Conclusion,"9/21/2016:No Conclusion
07/09/2014:No Conclusion",-74.884_43.731
43.733_-76.132,43.733,-76.132,Bear Creek,No Known Impact,08/23/2014:No Known Impact,-76.132_43.733
43.736_-76.144,43.736,-76.144,Kibling Brook,dry,08/02/2015:dry,-76.144_43.736
43.738_-73.503,43.738,-73.503,Unknown (Hague),No Known Impact,8/22/2019:No Known Impact,-73.503_43.738
43.749_-73.505,43.749,-73.505,Hague Brook,No Known Impact,"8/22/2019:No Conclusion
9/29/2019:No Known Impact
09/04/2015:No Conclusion
9/6/2017:No Known Impact
9/5/2016:No Conclusion
08/06/2022:No Known Impact",-73.505_43.749
43.75_-75.951,43.75,-75.951,Fox Creek,No Conclusion,09/07/2015:No Conclusion,-75.951_43.75
43.751_-74.909,43.751,-74.909,West Pond Inlet,No Conclusion,7/1/2016:No Conclusion,-74.909_43.751
43.752_-74.883,43.752,-74.883,Cary Lake Outlet,No Conclusion,8/25/2016:No Conclusion,-74.883_43.752
43.763_-73.456,43.763,-73.456,Sucker Brook,No Conclusion,08/06/2015:No Conclusion,-73.456_43.763
43.77_-74.636,43.77,-74.636,South Inlet,No Known Impact,09/28/2015:No Known Impact,-74.636_43.77
43.784_-74.833,43.784,-74.833,Cascade Lake outlet,No Known Impact,9/9/2017:No Known Impact,-74.833_43.784
43.789_-74.844,43.789,-74.844,Small stream into Moss Lake,No Conclusion,9/9/2017:No Conclusion,-74.844_43.789
43.802_-76.212,43.802,-76.212,Sparkill Creek,No Conclusion,9/10/2016:No Conclusion,-76.212_43.802
43.803_-76.211,43.803,-76.211,Little Stony Creek,No Conclusion,9/24/2016:No Conclusion,-76.211_43.803
43.806_-76.216,43.806,-76.216,Little Stony Creek,No Conclusion,7/25/2016:No Conclusion,-76.216_43.806
43.818_-75.697,43.818,-75.697,Silver Brook,No Known Impact,8/27/2016:No Known Impact,-75.697_43.818
43.818_-75.698,43.818,-75.698,Smith Creek,No Known Impact,9/11/2016:No Known Impact,-75.698_43.818
43.825_-74.834,43.825,-74.834,Constable Creek,No Conclusion,9/27/2016:No Conclusion,-74.834_43.825
43.829_-74.962,43.829,-74.962,Twitchell Creek,No Conclusion,09/29/2015:No Conclusion,-74.962_43.829
43.846_-76.182,43.846,-76.182,Little Stony Creek,Possibly Impaired,7/21/2016:Possibly Impaired,-76.182_43.846
43.851_-74.998,43.851,-74.998,Twitchell Creek,No Conclusion,09/29/2015:No Conclusion,-74.998_43.851
43.853_-73.716,43.853,-73.716,Alder Creek and tribs,No Known Impact,07/05/2013:No Known Impact,-73.716_43.853
43.863_-75.015,43.863,-75.015,Unnamed Tributary to Stillwater Reservoir,No Conclusion,9/9/2016:No Conclusion,-75.015_43.863
43.863_-75.016,43.863,-75.016,unnamed,dry,9/9/2016:dry,-75.016_43.863
43.869_-74.987,43.869,-74.987,unnamed,dry,9/10/2016:dry,-74.987_43.869
43.873_-74.985,43.873,-74.985,unnamed,dry,9/10/2016:dry,-74.985_43.873
43.874_-75.047,43.874,-75.047,unnamed,dry,9/9/2016:dry,-75.047_43.874
43.904_-74.529,43.904,-74.529,Unknown,No Conclusion,9/19/2017:No Conclusion,-74.529_43.904
43.931_-75.859,43.931,-75.859,Jacob's Creek,No Conclusion,7/5/2016:No Conclusion,-75.859_43.931
44.014_-74.762,44.014,-74.762,Harrington Pond Outlet/Lake Lila Tributary,No Conclusion,8/7/2017:No Conclusion,-74.762_44.014
44.084_-73.524,44.084,-73.524,unnamed,No Conclusion,9/10/2017:No Conclusion,-73.524_44.084
44.185_-73.95,44.185,-73.95,Marcy Brook,No Known Impact,07/20/2022:No Known Impact,-73.95_44.185
44.27_-75.999,44.27,-75.999,Mullet Creek,No Conclusion,08/26/2014:No Conclusion,-75.999_44.27
44.272_-74.164,44.272,-74.164,Cold Brook,No Known Impact,9/13/2017:No Known Impact,-74.164_44.272
44.275_-73.936,44.275,-73.936,Roaring Brook,No Known Impact,9/30/2017:No Known Impact,-73.936_44.275
44.33_-75.88,44.33,-75.88,Cranberry Creek,No Conclusion,08/26/2014:No Conclusion,-75.88_44.33
44.336_-75.687,44.336,-75.687,Grass Creek,dry,9/9/2016:dry,-75.687_44.336
44.347_-74.279,44.347,-74.279,Lake Clear Outlet (Mill Brook),No Conclusion,7/25/2016:No Conclusion,-74.279_44.347
44.362_-75.695,44.362,-75.695,Grass Creek,dry,9/9/2016:dry,-75.695_44.362
44.441_-74.233,44.441,-74.233,St. Regis River,No Conclusion,8/22/2018:No Conclusion,-74.233_44.441
44.489_-74.862,44.489,-74.862,Cold Creek,No Known Impact,9/5/2016:No Known Impact,-74.862_44.489
44.492_-73.814,44.492,-73.814,Taylor Pond Outlet,No Conclusion,7/5/2016:No Conclusion,-73.814_44.492
44.6_-75.176,44.6,-75.176,Grasse River,No Conclusion,7/28/2017:No Conclusion,-75.176_44.6
44.689_-73.668,44.689,-73.668,Canfield Brook,No Conclusion,9/22/2017:No Conclusion,-73.668_44.689
44.791_-73.428,44.791,-73.428,Riley Brook,No Conclusion,9/7/2019:No Conclusion,-73.428_44.791
44.814_-75.102,44.814,-75.102,Grasse River,No Conclusion,9/12/2016:No Conclusion,-75.102_44.814
44.883_-73.757,44.883,-73.757,Graves Brook,No Known Impact,8/10/2017:No Known Impact,-73.757_44.883
45.003_-73.376,45.003,-73.376,Rouses Pt. NY Trib Mill Brook,No Conclusion,8/10/2017:No Conclusion,-73.376_45.003
